Champ,Damage_done,Damage_taken,Gold_earned,Match_length,Minions_slain,Monsters_killed,Deaths,Win,Lane,Opp_champ,Damage share,gold_me,xp_me,gold_opp,xp_opp,objs_me,objs_opp,my_team_id,obj_timeline
Akshan,22516,19750,11924,29.516666666666666,236,4,5,False,MIDDLE,Akali,0.20684776717224146,"[500, 500, 646, 965, 1330, 1742, 2027, 2375, 2831, 3166, 3592, 3941, 4270, 5417, 5733, 6059, 6415, 6813, 8289, 9093, 9389, 9512, 10129, 10516, 10639, 10919, 11041, 11206, 11467, 11803, 11924]","[0, 0, 276, 829, 1478, 2188, 2583, 3119, 3797, 4350, 4998, 5468, 6021, 6884, 7370, 8064, 8526, 9232, 10099, 11270, 11649, 11649, 11905, 12491, 12518, 12889, 12889, 13105, 13382, 13920, 14254]","[500, 500, 597, 853, 1164, 1413, 2074, 2245, 2629, 2940, 3362, 4072, 4367, 5568, 5894, 6268, 6987, 7456, 7664, 8386, 8814, 9824, 10205, 10691, 11037, 11396, 12175, 12767, 13286, 13927, 14057]","[0, 0, 215, 798, 1477, 1877, 2562, 2723, 3309, 3835, 4552, 5686, 6115, 7115, 7486, 8168, 9407, 10208, 10369, 11855, 12617, 13454, 13813, 14867, 15453, 15913, 17102, 17952, 18532, 19246, 19495]","{'HORDE': 3, 'DRAGON': 1}","{'DRAGON': 3, 'HORDE': 3, 'RIFTHERALD': 1, 'ATAKHAN': 1, 'BARON_NASHOR': 1}",200.0,"{200: [{'type': 'HORDE', 'sub_type': '', 'time': 6.96}, {'type': 'HORDE', 'sub_type': '', 'time': 7.07}, {'type': 'HORDE', 'sub_type': '', 'time': 7.2}, {'type': 'DRAGON', 'sub_type': 'FIRE_DRAGON', 'time': 14.9}], 100: [{'type': 'DRAGON', 'sub_type': 'EARTH_DRAGON', 'time': 9.53}, {'type': 'HORDE', 'sub_type': '', 'time': 12.03}, {'type': 'HORDE', 'sub_type': '', 'time': 12.6}, {'type': 'HORDE', 'sub_type': '', 'time': 12.7}, {'type': 'RIFTHERALD', 'sub_type': '', 'time': 17.28}, {'type': 'ATAKHAN', 'sub_type': '', 'time': 22.57}, {'type': 'DRAGON', 'sub_type': 'WATER_DRAGON', 'time': 22.87}, {'type': 'BARON_NASHOR', 'sub_type': '', 'time': 25.77}, {'type': 'DRAGON', 'sub_type': 'WATER_DRAGON', 'time': 28.31}]}"
Swain,29804,30982,12933,28.283333333333335,236,0,2,True,MIDDLE,Galio,0.2744231442093439,"[500, 500, 625, 944, 1311, 1860, 2853, 3259, 3631, 4067, 4890, 5486, 5800, 6295, 6480, 6870, 7302, 7721, 8039, 8405, 8981, 9309, 9431, 9797, 10093, 10453, 11282, 11864, 12721, 12933]","[0, 0, 276, 829, 1416, 2183, 2862, 3610, 4134, 4687, 5502, 6357, 6775, 7267, 7480, 7995, 8687, 9427, 9921, 10514, 11013, 11521, 11521, 12280, 13063, 13559, 14245, 15083, 15868, 15988]","[500, 500, 625, 888, 1220, 1556, 2119, 2326, 2625, 2873, 3185, 3532, 3831, 4633, 4912, 5118, 5809, 6231, 6535, 6657, 6785, 7008, 7369, 7497, 7682, 7936, 8200, 8490, 8665, 8699]","[0, 0, 276, 829, 1416, 2063, 2281, 2652, 3054, 3585, 4199, 4785, 5273, 5841, 6137, 6513, 7203, 7851, 8372, 8417, 8635, 8806, 9329, 9329, 9731, 10126, 10768, 11526, 11750, 11750]","{'HORDE': 6, 'DRAGON': 3, 'ATAKHAN': 1}","{'DRAGON': 1, 'RIFTHERALD': 1}",100.0,"{100: [{'type': 'HORDE', 'sub_type': '', 'time': 6.27}, {'type': 'HORDE', 'sub_type': '', 'time': 6.44}, {'type': 'HORDE', 'sub_type': '', 'time': 7.26}, {'type': 'HORDE', 'sub_type': '', 'time': 11.53}, {'type': 'HORDE', 'sub_type': '', 'time': 11.62}, {'type': 'HORDE', 'sub_type': '', 'time': 11.7}, {'type': 'DRAGON', 'sub_type': 'FIRE_DRAGON', 'time': 12.78}, {'type': 'DRAGON', 'sub_type': 'AIR_DRAGON', 'time': 19.64}, {'type': 'ATAKHAN', 'sub_type': '', 'time': 22.93}, {'type': 'DRAGON', 'sub_type': 'AIR_DRAGON', 'time': 25.59}], 200: [{'type': 'DRAGON', 'sub_type': 'WATER_DRAGON', 'time': 6.93}, {'type': 'RIFTHERALD', 'sub_type': '', 'time': 16.82}]}"
Xerath,11263,9267,6145,17.166666666666668,144,0,4,False,MIDDLE,Azir,0.2784356381795258,"[500, 500, 646, 958, 1269, 1640, 1951, 2331, 2660, 3056, 3443, 4205, 4539, 4896, 5242, 5498, 5670, 6124, 6145]","[0, 0, 276, 829, 1355, 2064, 2555, 3110, 3446, 4074, 4722, 5586, 5807, 6181, 6906, 7179, 7386, 8240, 8240]","[500, 500, 604, 951, 1297, 1612, 1986, 2369, 2910, 3200, 3608, 4543, 4916, 5589, 6500, 6792, 7198, 7620, 7758]","[0, 0, 185, 829, 1455, 1949, 2593, 3182, 3762, 4215, 4904, 5704, 6130, 6840, 7672, 8041, 8508, 9254, 9410]","{'HORDE': 1, 'DRAGON': 1}",{'HORDE': 5},200.0,"{100: [{'type': 'HORDE', 'sub_type': '', 'time': 6.52}, {'type': 'HORDE', 'sub_type': '', 'time': 6.63}, {'type': 'HORDE', 'sub_type': '', 'time': 6.71}, {'type': 'HORDE', 'sub_type': '', 'time': 11.06}, {'type': 'HORDE', 'sub_type': '', 'time': 11.59}], 200: [{'type': 'HORDE', 'sub_type': '', 'time': 11.17}, {'type': 'DRAGON', 'sub_type': 'EARTH_DRAGON', 'time': 13.13}]}"
Yone,13441,17710,8665,15.9,148,11,2,True,MIDDLE,Azir,0.24422196380550912,"[500, 500, 604, 965, 1297, 1675, 2007, 2724, 3087, 3699, 4168, 4745, 5690, 6206, 6996, 7942, 8665]","[0, 0, 185, 829, 1477, 2125, 2701, 3540, 4126, 4193, 4836, 5469, 6304, 7046, 7990, 9036, 9755]","[500, 500, 646, 923, 1297, 1598, 1832, 1975, 2343, 2673, 3060, 3382, 3608, 4345, 4523, 4729, 5077]","[0, 0, 276, 798, 1477, 1948, 2410, 2624, 3344, 3789, 4406, 4846, 5123, 5968, 6183, 6582, 6972]",{'HORDE': 3},"{'DRAGON': 2, 'HORDE': 3}",100.0,"{100: [{'type': 'HORDE', 'sub_type': '', 'time': 6.64}, {'type': 'HORDE', 'sub_type': '', 'time': 6.73}, {'type': 'HORDE', 'sub_type': '', 'time': 6.79}], 200: [{'type': 'DRAGON', 'sub_type': 'EARTH_DRAGON', 'time': 7.36}, {'type': 'HORDE', 'sub_type': '', 'time': 10.96}, {'type': 'HORDE', 'sub_type': '', 'time': 11.11}, {'type': 'HORDE', 'sub_type': '', 'time': 11.26}, {'type': 'DRAGON', 'sub_type': 'WATER_DRAGON', 'time': 13.35}]}"
Velkoz,39610,18460,14844,32.95,267,8,5,False,MIDDLE,Ahri,0.3794424753328863,"[500, 500, 646, 979, 1353, 1696, 2439, 2903, 3223, 3680, 4067, 4503, 4960, 5332, 5604, 5951, 6359, 6908, 7045, 7404, 8483, 8694, 9281, 11148, 11586, 11758, 11910, 12353, 12918, 13244, 13496, 14238, 14727, 14844]","[0, 0, 276, 829, 1477, 2125, 2882, 3682, 4116, 4668, 5316, 6026, 6563, 7149, 7516, 7973, 8378, 9144, 9276, 9610, 10213, 10525, 11338, 12524, 13022, 13477, 13522, 14062, 15036, 15407, 15532, 16184, 16972, 16972]","[500, 505, 651, 949, 1302, 1603, 1774, 2164, 2506, 2766, 3132, 3638, 3888, 4160, 4554, 4846, 6146, 6358, 7101, 7397, 7829, 8437, 8846, 9111, 9549, 10525, 11141, 11849, 12246, 12521, 12700, 13332, 14044, 14300]","[0, 0, 276, 829, 1477, 2001, 2216, 2903, 3551, 3835, 4483, 4995, 5355, 5964, 6517, 7122, 8231, 8551, 9023, 9378, 10187, 10876, 11586, 11714, 12212, 13870, 15033, 15815, 16057, 16494, 16672, 17346, 18610, 18691]","{'HORDE': 5, 'RIFTHERALD': 1, 'DRAGON': 1, 'ATAKHAN': 1}","{'HORDE': 1, 'DRAGON': 3, 'BARON_NASHOR': 2}",100.0,"{200: [{'type': 'HORDE', 'sub_type': '', 'time': 6.4}, {'type': 'DRAGON', 'sub_type': 'EARTH_DRAGON', 'time': 11.91}, {'type': 'DRAGON', 'sub_type': 'CHEMTECH_DRAGON', 'time': 18.3}, {'type': 'BARON_NASHOR', 'sub_type': '', 'time': 25.6}, {'type': 'DRAGON', 'sub_type': 'FIRE_DRAGON', 'time': 28.88}, {'type': 'BARON_NASHOR', 'sub_type': '', 'time': 31.85}], 100: [{'type': 'HORDE', 'sub_type': '', 'time': 7.13}, {'type': 'HORDE', 'sub_type': '', 'time': 7.21}, {'type': 'HORDE', 'sub_type': '', 'time': 11.53}, {'type': 'HORDE', 'sub_type': '', 'time': 11.69}, {'type': 'HORDE', 'sub_type': '', 'time': 11.83}, {'type': 'RIFTHERALD', 'sub_type': '', 'time': 16.61}, {'type': 'DRAGON', 'sub_type': 'FIRE_DRAGON', 'time': 23.67}, {'type': 'ATAKHAN', 'sub_type': '', 'time': 24.39}]}"
Jayce,10145,8842,6827,15.316666666666666,137,0,1,True,MIDDLE,Aurora,0.22420880480905234,"[500, 500, 625, 881, 1255, 1528, 1989, 2489, 2873, 3184, 3583, 4322, 4933, 5397, 6021, 6362, 6827]","[0, 0, 276, 613, 1261, 1571, 2202, 2788, 3397, 3911, 4564, 5149, 5913, 6646, 7212, 7643, 8479]","[500, 500, 646, 909, 1232, 1540, 1830, 2001, 2350, 2661, 3280, 3885, 4118, 4504, 4717, 4889, 4928]","[0, 0, 276, 829, 1445, 2093, 2646, 2922, 3508, 4061, 4855, 5290, 5595, 6181, 6458, 6856, 6856]","{'HORDE': 6, 'DRAGON': 1}",{},100.0,"{100: [{'type': 'HORDE', 'sub_type': '', 'time': 6.18}, {'type': 'HORDE', 'sub_type': '', 'time': 6.25}, {'type': 'HORDE', 'sub_type': '', 'time': 6.28}, {'type': 'HORDE', 'sub_type': '', 'time': 10.42}, {'type': 'HORDE', 'sub_type': '', 'time': 10.47}, {'type': 'HORDE', 'sub_type': '', 'time': 10.52}, {'type': 'DRAGON', 'sub_type': 'HEXTECH_DRAGON', 'time': 11.34}]}"
Akshan,27625,23328,14141,27.4,259,11,6,True,MIDDLE,Akali,0.3111659288795774,"[500, 500, 667, 979, 1292, 1534, 2199, 2892, 3338, 4122, 4540, 5075, 5309, 5830, 6572, 6912, 7326, 7732, 8314, 8700, 8858, 9259, 9788, 10255, 10665, 12126, 12833, 13404, 14141]","[0, 0, 338, 829, 1354, 1726, 2421, 2844, 3323, 4148, 4734, 5658, 5935, 6729, 7224, 7676, 8117, 8815, 9772, 10237, 10536, 11072, 12889, 13817, 14611, 17249, 18363, 18762, 19574]","[500, 500, 604, 874, 1273, 1799, 2362, 2559, 2858, 3072, 3430, 3684, 3960, 4303, 4713, 5095, 5410, 5855, 6163, 6830, 7314, 7763, 8202, 8325, 8606, 8893, 9211, 9494, 9543]","[0, 0, 185, 829, 1388, 1934, 2782, 2834, 3235, 3543, 4191, 4610, 5271, 5796, 6466, 6980, 7443, 8267, 8708, 9271, 10029, 10830, 11387, 11387, 12222, 12242, 12614, 13140, 13180]","{'HORDE': 6, 'DRAGON': 3, 'ATAKHAN': 1, 'BARON_NASHOR': 1}","{'DRAGON': 1, 'RIFTHERALD': 1}",200.0,"{100: [{'type': 'DRAGON', 'sub_type': 'WATER_DRAGON', 'time': 5.95}, {'type': 'RIFTHERALD', 'sub_type': '', 'time': 16.29}], 200: [{'type': 'HORDE', 'sub_type': '', 'time': 6.34}, {'type': 'HORDE', 'sub_type': '', 'time': 9.09}, {'type': 'HORDE', 'sub_type': '', 'time': 9.18}, {'type': 'DRAGON', 'sub_type': 'FIRE_DRAGON', 'time': 11.6}, {'type': 'HORDE', 'sub_type': '', 'time': 13.49}, {'type': 'HORDE', 'sub_type': '', 'time': 13.65}, {'type': 'HORDE', 'sub_type': '', 'time': 13.8}, {'type': 'DRAGON', 'sub_type': 'HEXTECH_DRAGON', 'time': 17.26}, {'type': 'ATAKHAN', 'sub_type': '', 'time': 21.04}, {'type': 'DRAGON', 'sub_type': 'HEXTECH_DRAGON', 'time': 22.77}, {'type': 'BARON_NASHOR', 'sub_type': '', 'time': 25.39}]}"
Poppy,34277,32867,12206,26.65,205,0,2,True,TOP,Renekton,0.2868704283347003,"[500, 500, 618, 888, 1178, 1444, 1671, 2002, 2281, 2506, 3210, 3710, 4200, 4490, 5155, 5800, 6157, 6555, 7161, 7584, 7707, 8510, 8936, 9063, 9863, 10885, 11432, 12206]","[0, 0, 246, 829, 1385, 2001, 2278, 2895, 3231, 3660, 4415, 4875, 5444, 6099, 6938, 7978, 8502, 9288, 9897, 10560, 10675, 11916, 13077, 13150, 14260, 15579, 16492, 16963]","[500, 500, 618, 930, 1290, 1818, 2139, 2570, 2951, 3334, 3728, 4071, 4210, 4589, 4816, 5002, 5485, 5841, 6069, 6666, 7783, 8079, 8202, 8441, 9502, 10136, 10440, 10548]","[0, 0, 215, 829, 1415, 1957, 2420, 3191, 3559, 4321, 4969, 5442, 5469, 6205, 6504, 6903, 7642, 8290, 8566, 9193, 10230, 10734, 10815, 11110, 12209, 12543, 13052, 13108]","{'DRAGON': 4, 'HORDE': 1, 'RIFTHERALD': 1, 'ATAKHAN': 1, 'BARON_NASHOR': 1}",{'HORDE': 5},200.0,"{100: [{'type': 'HORDE', 'sub_type': '', 'time': 6.16}, {'type': 'HORDE', 'sub_type': '', 'time': 6.33}, {'type': 'HORDE', 'sub_type': '', 'time': 6.61}, {'type': 'HORDE', 'sub_type': '', 'time': 10.94}, {'type': 'HORDE', 'sub_type': '', 'time': 11.24}], 200: [{'type': 'DRAGON', 'sub_type': 'EARTH_DRAGON', 'time': 6.82}, {'type': 'HORDE', 'sub_type': '', 'time': 11.37}, {'type': 'DRAGON', 'sub_type': 'WATER_DRAGON', 'time': 12.03}, {'type': 'DRAGON', 'sub_type': 'AIR_DRAGON', 'time': 17.53}, {'type': 'RIFTHERALD', 'sub_type': '', 'time': 19.15}, {'type': 'ATAKHAN', 'sub_type': '', 'time': 20.94}, {'type': 'DRAGON', 'sub_type': 'AIR_DRAGON', 'time': 22.74}, {'type': 'BARON_NASHOR', 'sub_type': '', 'time': 25.53}]}"
Ambessa,8143,20244,7549,22.883333333333333,187,3,6,False,MIDDLE,Viktor,0.15704312273393506,"[500, 500, 618, 944, 1269, 1525, 1857, 2237, 2507, 2884, 3187, 3576, 3782, 4166, 4393, 4695, 5046, 5498, 5920, 6348, 6590, 6996, 7398, 7549]","[0, 0, 215, 818, 1466, 2052, 2605, 3253, 3625, 3985, 4308, 4956, 5174, 5607, 5910, 6427, 6850, 7612, 8289, 8706, 9013, 9644, 10186, 10401]","[500, 500, 611, 874, 1429, 1870, 2111, 2507, 2863, 3278, 3664, 4199, 4336, 4890, 5055, 5652, 6030, 6304, 6752, 7228, 7662, 8156, 8320, 8978]","[0, 0, 276, 798, 1141, 1791, 2121, 2715, 3326, 3774, 4170, 4818, 4818, 5441, 5641, 6098, 7085, 7894, 8832, 9785, 10426, 12237, 12389, 13572]",{'HORDE': 2},"{'HORDE': 4, 'DRAGON': 2, 'RIFTHERALD': 1, 'ATAKHAN': 1}",200.0,"{100: [{'type': 'HORDE', 'sub_type': '', 'time': 6.19}, {'type': 'HORDE', 'sub_type': '', 'time': 6.33}, {'type': 'HORDE', 'sub_type': '', 'time': 6.39}, {'type': 'DRAGON', 'sub_type': 'AIR_DRAGON', 'time': 11.02}, {'type': 'HORDE', 'sub_type': '', 'time': 11.95}, {'type': 'DRAGON', 'sub_type': 'EARTH_DRAGON', 'time': 17.44}, {'type': 'RIFTHERALD', 'sub_type': '', 'time': 18.19}, {'type': 'ATAKHAN', 'sub_type': '', 'time': 20.63}], 200: [{'type': 'HORDE', 'sub_type': '', 'time': 11.36}, {'type': 'HORDE', 'sub_type': '', 'time': 11.53}]}"
Yone,18666,27808,9229,27.0,215,0,7,False,MIDDLE,Akali,0.19841404821633574,"[500, 500, 632, 951, 1164, 1563, 1867, 2247, 2652, 2984, 3392, 3927, 4308, 4958, 5274, 5502, 5816, 6065, 6339, 6593, 7058, 7230, 7416, 7706, 7903, 8700, 9032, 9229, 9229]","[0, 0, 246, 829, 1198, 1846, 2430, 3039, 3687, 4240, 4877, 5610, 6370, 6697, 7137, 7414, 7934, 8303, 8981, 9191, 9834, 9967, 10183, 10642, 10859, 11847, 12401, 12638, 12638]","[500, 500, 618, 937, 1255, 1633, 1953, 2336, 2663, 2995, 3361, 3687, 4019, 4750, 5090, 5472, 5657, 6831, 7038, 7733, 8135, 8589, 9027, 9318, 9621, 9793, 10216, 11158, 11158]","[0, 0, 246, 829, 1402, 2018, 2509, 3092, 3740, 4339, 4986, 5573, 6126, 6648, 7088, 7587, 8017, 9049, 9371, 10410, 10980, 12007, 13282, 14590, 15112, 15358, 16066, 17207, 17207]",{'DRAGON': 2},"{'HORDE': 3, 'DRAGON': 1, 'ATAKHAN': 1, 'RIFTHERALD': 1, 'BARON_NASHOR': 1}",200.0,"{100: [{'type': 'HORDE', 'sub_type': '', 'time': 6.86}, {'type': 'HORDE', 'sub_type': '', 'time': 7.06}, {'type': 'HORDE', 'sub_type': '', 'time': 7.19}, {'type': 'DRAGON', 'sub_type': 'AIR_DRAGON', 'time': 21.68}, {'type': 'ATAKHAN', 'sub_type': '', 'time': 22.53}, {'type': 'RIFTHERALD', 'sub_type': '', 'time': 24.78}, {'type': 'BARON_NASHOR', 'sub_type': '', 'time': 26.0}], 200: [{'type': 'DRAGON', 'sub_type': 'EARTH_DRAGON', 'time': 7.04}, {'type': 'DRAGON', 'sub_type': 'WATER_DRAGON', 'time': 15.61}], 300: [{'type': 'HORDE', 'sub_type': '', 'time': 15.75}, {'type': 'HORDE', 'sub_type': '', 'time': 15.75}, {'type': 'HORDE', 'sub_type': '', 'time': 15.75}]}"
Yasuo,16066,9953,11326,20.783333333333335,200,13,1,True,MIDDLE,Katarina,0.2485996348218983,"[500, 500, 625, 944, 1311, 1696, 1930, 2554, 2937, 3345, 3926, 4419, 5404, 5934, 6351, 6657, 7327, 8242, 8671, 8902, 10160, 11326]","[0, 0, 276, 829, 1477, 2125, 2524, 3081, 3729, 4425, 5072, 5575, 6273, 6514, 7025, 7631, 8382, 9402, 10156, 10547, 11789, 12540]","[500, 500, 562, 804, 1052, 1343, 1612, 1922, 2306, 2622, 3107, 3412, 3612, 4936, 5445, 5637, 6057, 6751, 7111, 7468, 7818, 8386]","[0, 0, 215, 777, 1369, 2017, 2517, 3051, 3699, 4252, 4780, 5122, 5421, 5823, 6347, 6647, 7782, 8257, 8728, 9317, 9952, 10439]","{'DRAGON': 3, 'HORDE': 5}","{'HORDE': 1, 'RIFTHERALD': 1}",100.0,"{100: [{'type': 'DRAGON', 'sub_type': 'WATER_DRAGON', 'time': 6.21}, {'type': 'HORDE', 'sub_type': '', 'time': 8.88}, {'type': 'HORDE', 'sub_type': '', 'time': 9.04}, {'type': 'HORDE', 'sub_type': '', 'time': 9.17}, {'type': 'DRAGON', 'sub_type': 'HEXTECH_DRAGON', 'time': 13.27}, {'type': 'HORDE', 'sub_type': '', 'time': 13.86}, {'type': 'HORDE', 'sub_type': '', 'time': 13.91}, {'type': 'DRAGON', 'sub_type': 'CHEMTECH_DRAGON', 'time': 18.48}], 200: [{'type': 'HORDE', 'sub_type': '', 'time': 13.7}, {'type': 'RIFTHERALD', 'sub_type': '', 'time': 16.74}]}"
Zilean,20769,24539,12497,29.483333333333334,234,0,2,True,MIDDLE,TwistedFate,0.1692527096406161,"[500, 500, 611, 923, 1323, 1659, 1991, 2350, 2641, 2952, 3360, 3693, 4075, 4468, 4884, 5201, 5518, 5874, 6976, 7299, 7647, 8395, 8790, 9248, 9818, 10207, 10708, 11059, 11627, 12246, 12497]","[0, 0, 276, 829, 1477, 1939, 2492, 3078, 3788, 4247, 4918, 5377, 5930, 6526, 7274, 7726, 8178, 8941, 9828, 10421, 11147, 12508, 13821, 14349, 15817, 16253, 16659, 17321, 18077, 19040, 19215]","[500, 500, 674, 1044, 1461, 1866, 2465, 2867, 3333, 3689, 4223, 4641, 5081, 5569, 6076, 6548, 7116, 7940, 8062, 8360, 9015, 9437, 9659, 10063, 10185, 10535, 10802, 11050, 11600, 11850, 11909]","[0, 0, 276, 829, 1477, 2125, 2529, 2992, 3640, 4193, 5021, 5554, 6169, 6755, 7523, 8252, 8872, 9507, 9530, 10050, 10675, 10944, 12614, 13076, 13076, 13448, 13626, 14215, 15082, 15411, 15411]","{'DRAGON': 3, 'ATAKHAN': 1, 'BARON_NASHOR': 1}","{'HORDE': 6, 'DRAGON': 1, 'RIFTHERALD': 1}",200.0,"{100: [{'type': 'HORDE', 'sub_type': '', 'time': 6.44}, {'type': 'HORDE', 'sub_type': '', 'time': 6.6}, {'type': 'HORDE', 'sub_type': '', 'time': 6.79}, {'type': 'HORDE', 'sub_type': '', 'time': 11.2}, {'type': 'HORDE', 'sub_type': '', 'time': 11.4}, {'type': 'HORDE', 'sub_type': '', 'time': 11.55}, {'type': 'DRAGON', 'sub_type': 'FIRE_DRAGON', 'time': 13.04}, {'type': 'RIFTHERALD', 'sub_type': '', 'time': 19.31}], 200: [{'type': 'DRAGON', 'sub_type': 'WATER_DRAGON', 'time': 7.24}, {'type': 'DRAGON', 'sub_type': 'EARTH_DRAGON', 'time': 19.77}, {'type': 'ATAKHAN', 'sub_type': '', 'time': 23.01}, {'type': 'DRAGON', 'sub_type': 'EARTH_DRAGON', 'time': 25.04}, {'type': 'BARON_NASHOR', 'sub_type': '', 'time': 27.96}]}"
